"scores","item","group","sq.scores","score"
0.0481257215860596,"Item.1","1",0.00231608507817893,0.00231608507817893
0.862435308627333,"Item.2","1",0.743794661567123,0.743794661567123
-0.742509374498484,"Item.3","1",0.551320171218131,0.551320171218131
-0.631031655825823,"Item.4","1",0.39820095065428,0.39820095065428
NA,"Item.5","1",0.000423609571911441,0.000423609571911441
-0.481067479757502,"Item.6","1",0.231425920080234,0.231425920080234
-1.30378400922973,"Item.7","1",1.69985274272314,1.69985274272314
-0.709317152829964,"Item.8","1",0.503130823298806,0.503130823298806
-0.907820371055992,"Item.9","1",0.824137826104239,0.824137826104239
0.355866929938821,"Item.10","1",0.126641271824081,0.126641271824081
-0.864052869656831,"Item.11","1",0.746587361562204,0.746587361562204
-0.725000554236877,"Item.12","1",0.525625803643779,0.525625803643779
-0.0709717218122824,"Item.13","1",0.00503698529700001,0.00503698529700001
0.0446310197861593,"Item.14","1",0.00199192792715254,0.00199192792715254
-1.15419875339536,"Item.15","1",1.33217476233941,1.33217476233941
-0.4443156437544,"Item.16","1",0.197416391284887,0.197416391284887
0.0399707539569272,"Item.17","1",0.00159766117188521,0.00159766117188521
-0.266833086192871,"Item.18","1",0.0711998958872121,0.0711998958872121
-0.865175947305879,"Item.19","1",0.748529419796625,0.748529419796625
-0.306750747039956,"Item.20","1",0.0940960208095712,0.0940960208095712
-0.70348329532135,"Item.21","1",0.494888746796186,0.494888746796186
0.474406379618736,"Item.22","1",0.225061413022956,0.225061413022956
-0.559065379549196,"Item.23","1",0.312554098610486,0.312554098610486
1.07595412831808,"Item.24","1",1.15767728624472,1.15767728624472
0.167126430823533,"Item.25","1",0.027931243879813,0.027931243879813
-0.0530775615406872,"Item.26","1",0.00281722753910544,0.00281722753910544
-1.0992790277326,"Item.27","1",1.20841438081274,1.20841438081274
-1.38108007749662,"Item.28","1",1.90738218045807,1.90738218045807
0.939319493481058,"Item.29","1",0.882321110833511,0.882321110833511
-0.527401572710039,"Item.30","1",0.278152418897022,0.278152418897022
-0.106516465087513,"Item.31","1",0.0113457573347393,0.0113457573347393
-0.0460825223158455,"Item.32","1",0.0021235988629904,0.0021235988629904
-0.624540819218993,"Item.33","1",0.390051234870731,0.390051234870731
-0.0482171193507382,"Item.34","1",0.00232489059848333,0.00232489059848333
-1.63160876133123,"Item.35","1",2.66214715005284,2.66214715005284
-2.78757149937486,"Item.36","1",7.770554864127,7.770554864127
-0.0786880496883666,"Item.37","1",0.00619180916375885,0.00619180916375885
-0.814564460993963,"Item.38","1",0.663515261114385,0.663515261114385
-1.6257960515415,"Item.39","1",2.64321280120793,2.64321280120793
-1.10012243792894,"Item.40","1",1.21026937843472,1.21026937843472
0.299451989683536,"Item.41","1",0.0896714941254286,0.0896714941254286
-0.927409476781054,"Item.42","1",0.860088337623307,0.860088337623307
-0.0598382567739891,"Item.43","1",0.00358061697374986,0.00358061697374986
0.135133282977845,"Item.44","1",0.0182610041683704,0.0182610041683704
0.628363284693679,"Item.45","1",0.394840417551029,0.394840417551029
0.186990666489513,"Item.46","1",0.0349655093541923,0.0349655093541923
-0.081674817346902,"Item.47","1",0.0066707757886498,0.0066707757886498
0.969224502874513,"Item.48","1",0.939396136972347,0.939396136972347
-1.75140607371897,"Item.49","1",3.06742323505971,3.06742323505971
-0.189804791403703,"Item.50","1",0.0360258588398032,0.0360258588398032
0.638271777268248,"Item.51","2",0.407390861657168,0.00638271777268248
-0.562445357435233,"Item.52","2",0.316344780100447,-0.00562445357435233
1.44748963576234,"Item.53","2",2.09522624563941,0.0144748963576234
-0.575048798332527,"Item.54","2",0.330681120463684,-0.00575048798332527
1.7787326548308,"Item.55","2",3.16388985736141,0.017787326548308
0.394692503164556,"Item.56","2",0.155782172054303,0.00394692503164556
-0.696507013907456,"Item.57","2",0.485122020422281,-0.00696507013907456
0.566380759140376,"Item.58","2",0.320787164324428,0.00566380759140376
-1.18957341456953,"Item.59","2",1.41508490865062,-0.0118957341456953
0.773445016697427,"Item.60","2",0.598217193854084,0.00773445016697427
0.303556120753221,"Item.61","2",0.0921463184467439,0.00303556120753221
2.44081019057307,"Item.62","2",5.95755438640532,0.0244081019057307
0.120381185718371,"Item.63","2",0.014491629874961,0.00120381185718371
0.380406464158336,"Item.64","2",0.144709077973447,0.00380406464158336
-0.247453811511448,"Item.65","2",0.061233388831543,-0.00247453811511448
-0.777503248012156,"Item.66","2",0.604511300669452,-0.00777503248012156
0.773916345020108,"Item.67","2",0.598946509089283,0.00773916345020108
0.646661960915308,"Item.68","2",0.418171691694831,0.00646661960915308
0.773024040516595,"Item.69","2",0.597566167216603,0.00773024040516595
0.927143959513099,"Item.70","2",0.859595921661626,0.00927143959513099
0.2163929553411,"Item.71","2",0.0468259111212551,0.002163929553411
